Exchange,Stock,Stock_Name,Sector,Market_Cap,Weight_per
ASX,CDX,Cardiex Limited,Health Care,20779900,0.001
ASX,CDY,Cellmid Limited,Health Care,30818800,0.001
ASX,CE1,Calima Energy,Energy,65294600,0.003
ASX,CEL,Challenger Energy,Energy,4673600,0
ASX,CEN,Contact Energy Limited Foreign Exempt NZX,Utilities,983463000,0.046
ASX,CETF,Vaneck China Ashare ETF Cdis 1:1,,14663000,0.001
ASX,CFE,Cape Lambert Res Limited,Materials,22258200,0.001
ASX,CFO,Cfoam Limited,Industrials,15940000,0.001
ASX,CG1,Carbonxt Group,Materials,38412800,0.002
ASX,CGA,Contango Asset,Financials,29199600,0.001
ASX,CGC,Costa Group Holdings,Consumer Staples,2280670000,0.107
ASX,CGF,Challenger Limited,Financials,6841580000,0.32
ASX,CGL,The Citadel Group,Information Technology,397268000,0.019
ASX,CGM,Cougar Metals NL,Materials,3731210,0
ASX,CGN,Crater Gold Min Limited,Materials,5589300,0
ASX,CGO,CPT Global Limited,Information Technology,5970960,0
ASX,CGR,CML Group Limited,Industrials,109568000,0.005
ASX,CGS,Cogstate Limited,Health Care,67867000,0.003
ASX,CHC,Charter Hall Group Stapled Securities US Prohibited,Real Estate,3334960000,0.156
ASX,CHK,Cohiba Min Limited,Materials,3905630,0
ASX,CHN,Chalice Gold Mines,Materials,37319500,0.002
ASX,CHP,Chapmans Limited,Financials,2714060,0
ASX,CHR,Chalmers Limited,Industrials,30456000,0.001
ASX,CHZ,Chesser Resources,Materials,10728900,0.001
ASX,CI1,Credit Intelligence,Industrials,14767700,0.001
ASX,CIA,Champion Iron Limited,Materials,565812000,0.027
ASX,CIE,Contango Inc Gen Limited,,95628100,0.004
ASX,CII,Ci Resources Limited,Materials,190709000,0.009
ASX,CIM,Cimic Group Limited,Industrials,16653700000,0.78
ASX,CIN,Carlton Investments,Financials,889020000,0.042
ASX,CINPA,Carlton Investments 7% Cumulative Preference,Financials,166786,0
ASX,CIO,Connected Io Limited,Information Technology,3063310,0
ASX,CIP,Centuria I REIT Ordinary Units FP,Real Estate,705334000,0.033
ASX,CIW,Clime Investment,Financials,28424200,0.001
ASX,CIZ,Corizon Limited,,3150000,0
ASX,CKA,Cokal Limited,Materials,26570800,0.001
ASX,CKF,Collins Foods Limited,Consumer Discretionary,721207000,0.034
ASX,CL1,Class Limited,Information Technology,251797000,0.012
ASX,CL8,Collaborate Corp,Consumer Discretionary,9905890,0
ASX,CLA,Celsius Resource Limited,Materials,93199100,0.004
ASX,CLF,Concentrated Leaders,Financials,76925000,0.004
ASX,CLH,Collection House,Industrials,212586000,0.01
ASX,CLI,Croplogic,Industrials,2300060,0
ASX,CLL,Collerina Cobalt,Materials,64296500,0.003
ASX,CLQ,Clean TEQ Holdings Limited,Industrials,406252000,0.019
ASX,CLT,Cellnet Group,Information Technology,31297500,0.001
ASX,CLV,Clover Corporation,Health Care,257683000,0.012
ASX,CLW,CHTR H LWR Stapled Securities,Real Estate,975661000,0.046
ASX,CLX,Cti Logistics,Industrials,79452900,0.004
ASX,CLY,Clancy Exploration,Materials,6748770,0
ASX,CLZ,Classic Min Limited,Materials,12525800,0.001
ASX,CM1,Coolgardie Minerals,Materials,10387300,0
ASX,CM8,Crowd Mobile Limited,Consumer Discretionary,9993340,0
ASX,CMA,Centuria Metro REIT Ordinary Units FP,Real Estate,614264000,0.029
ASX,CMC,China Magnesium Corp,Materials,6927740,0
ASX,CMD,Cassius Mining Limited,Materials,7837390,0
ASX,CMI,CMI Limited,,46580500,0.002
ASX,CMM,Capricorn Metals,Materials,60582800,0.003
ASX,CMP,Compumedics Limited,Health Care,79723300,0.004
ASX,CMW,Cromwell Prop Ordinary/Units FP Stapled Securities,Real Estate,2129430000,0.1
ASX,CMY,Capital Mining,Materials,5068950,0
ASX,CND,Clarius Group Limited,Industrials,4927020,0
ASX,CNI,Centuria Capital Stapled Securities,Financials,416043000,0.019
ASX,CNJ,Conico Limited,Materials,8972380,0
ASX,CNL,Celamin Holdings Limited,Materials,2781750,0
ASX,CNU,Chorus Limited Foreign Exempt NZX,Telecommunication Services,1903310000,0.089
ASX,CNW,Cirrus Net Hold Limited,Information Technology,15526000,0.001
ASX,CNX,Carbon Energy,Energy,6168680,0
ASX,COB,Cobalt Blue Limited,Materials,30613200,0.001
ASX,COE,Cooper Energy Limited,Energy,728491000,0.034
ASX,COG,Consolidated Ops GP,,156285000,0.007
ASX,COH,Cochlear Limited,Health Care,11574100000,0.542
ASX,COI,Comet Ridge Limited,Energy,276593000,0.013
ASX,COM,Comops Limited,Information Technology,11876300,0.001
ASX,COO,Corum Group Limited,Information Technology,9990540,0
ASX,CORE,ETFs GLB CORE Infra ETF Units FP,,3248340,0
ASX,COY,Coppermoly Limited,Materials,11021300,0.001
ASX,CP1,Cannpal Animal,Health Care,7117210,0
ASX,CPH,Creso Pharma Limited,Health Care,51814300,0.002
ASX,CPU,Computershare Limited,Information Technology,10832000000,0.507
ASX,CPV,Clearvue Technologie,Industrials,32976400,0.002
ASX,CQR,Charter Hall Retail Units FP,Real Estate,1707590000,0.08
ASX,CR1,Constellation Res,Materials,9450030,0
ASX,CRB,Carbine Resources,Materials,5992400,0
ASX,CRD,Credible Labs Chess Depositary Interests 25:1 US Prohibited,Financials,131564000,0.006
ASX,CRED,Betaauscorpbondetf ETF Units FP,,26042600,0.001
ASX,CRL,Comet Resources,Materials,6180000,0
ASX,CRM,Carbon Minerals Limited,Energy,2068380,0
ASX,CRO,Cirralto Limited,Information Technology,6593350,0
ASX,CRR,Conven Retail REIT Stapled Securities,Real Estate,220976000,0.01
ASX,CSD,Consolidated Tin Min,Materials,13610500,0.001
ASX,CSE,Copper Strike Limited,Materials,16560900,0.001
ASX,CSK,Crowdspark Limited,Consumer Discretionary,1369790,0
ASX,CSL,CSL Limited,Health Care,91094400000,4.267
ASX,CSR,CSR Limited,Materials,1901240000,0.089
ASX,CSS,Clean Seas Limited,Consumer Staples,101706000,0.005
ASX,CSV,CSG Limited,Information Technology,83588900,0.004
ASX,CT1,CCP Technologies Limited,Information Technology,5158120,0
ASX,CTD,Corp Travel Limited,Consumer Discretionary,3305120000,0.155
ASX,CTE,Cryosite Limited,Health Care,2999010,0
ASX,CTL,Centennial MNG Limited,Materials,9399910,0
ASX,CTM,Centaurus Metals Limited,Materials,18439900,0.001
ASX,CTO,Citigold Corp Limited,Materials,15047400,0.001
ASX,CTP,Central Petroleum,Energy,98996200,0.005
ASX,CTX,Caltex Australia,Energy,7798230000,0.365
ASX,CUE,CUE Energy Resource,Energy,46075900,0.002
ASX,CUL,Cullen Resources,Materials,2598560,0
ASX,CUP,Countplus Limited,Industrials,75386900,0.004
ASX,CUV,Clinuvel Pharmaceut,Health Care,1054310000,0.049
ASX,CUX,Crossland Metals Limited,Materials,5058230,0
ASX,CV1,CV Check Limited,Information Technology,16107500,0.001
ASX,CVC,CVC Limited,Financials,334808000,0.016
ASX,CVF,Contrarian Valfd Limited,,80123000,0.004
ASX,CVL,Civmec Limited Chess Depositary Interests 1:1,Industrials,288075000,0.013
ASX,CVN,Carnarvon Petroleum,Energy,475955000,0.022
ASX,CVS,Cervantes Corp Limited,Materials,3462780,0
ASX,CVT,Covata Limited,Information Technology,16825500,0.001
ASX,CVV,Caravel Minerals Limited,Materials,6124660,0
ASX,CVW,Clearview Wealth Limited,Financials,628167000,0.029
ASX,CWL,Chant West Holdings,Information Technology,6196190,0
ASX,CWN,Crown Resorts Limited,Consumer Discretionary,9410800000,0.441
ASX,CWP,Cedar Woods Prop,Real Estate,457220000,0.021
ASX,CWX,Carawine Resources,Materials,12316400,0.001
ASX,CWY,Cleanaway Waste Limited,Industrials,3836280000,0.18
ASX,CXL,CALIX Limited,,76841000,0.004
ASX,CXM,Centrex Metals,Materials,36303800,0.002
ASX,CXO,Core Exploration Limited,Materials,30420600,0.001
ASX,CXU,Cauldron Energy Limited,Energy,9220110,0
ASX,CXX,Cradle Resources Limited,Materials,15722700,0.001
ASX,CXZ,Connexion Media Limited,Information Technology,5895160,0
ASX,CY5,CYGNUS Gold Limited,Materials,3969350,0
ASX,CYA,Century Australia,Financials,91912100,0.004
ASX,CYB,CYBG Plc Cdi 1:1 Foreign Exempt Lse,Financials,4602240000,0.216
ASX,CYC,Cyclopharm Limited,Health Care,72879600,0.003
ASX,CYG,Coventry Group,Industrials,47145600,0.002
ASX,CYL,Catalyst Metals,Materials,119361000,0.006
ASX,CYP,Cynata Therapeutics,Health Care,124356000,0.006
ASX,CYQ,CYCLIQ Group Limited,Consumer Discretionary,6102770,0
ASX,CZI,Cassini Resources,Materials,25567500,0.001
ASX,CZL,Cons ZINC Limited,Materials,21273600,0.001
ASX,CZN,Corazon Limited,Materials,8856980,0
ASX,CZR,Coziron Resources,Materials,28568800,0.001
ASX,CZZ,Capilano Honey Limited,Consumer Staples,199553000,0.009
ASX,D13,Department 13 Intl,Industrials,35177900,0.002
ASX,D2O,Duxton Water Limited,,123233000,0.006
ASX,DAF,Discovery Africa Limited,Materials,2733520,0
ASX,DAU,Dampier Gold Limited,Materials,4546320,0
ASX,DAV,Davenport Resources,Materials,4282170,0
ASX,DBF,Duxton Broadacre,Financials,65215100,0.003
ASX,DCC,Digitalx Limited,Information Technology,42387200,0.002
ASX,DCG,Decmil Group Limited,Industrials,154583000,0.007
ASX,DCL,Domacom Limited,Financials,6859360,0
ASX,DCN,Dacian Gold Limited,Materials,499440000,0.023
ASX,DDD,3D Resources Limited,Materials,3543780,0
ASX,DDR,Dicker Data Limited,Information Technology,478721000,0.022
ASX,DDT,Datadot Technology,Consumer Discretionary,1621210,0
ASX,DEG,De Grey Mining,Materials,54519000,0.003
ASX,DEM,De.Mem Limited,Utilities,9802620,0
ASX,DEV,DEVEX Resources Limited,Energy,6619660,0
ASX,DFM,Dongfang Modern AG,Consumer Staples,420357000,0.02
ASX,DGH,Desane Group Holdings,Real Estate,57274000,0.003
ASX,DGO,DGO Gold Limited,Materials,13419900,0.001
ASX,DGR,DGR Global Limited,Materials,88911400,0.004
ASX,DHG,Domain Holdings Aus,Information Technology,2031730000,0.095
ASX,DHR,Dark Horse Resources,Materials,15383000,0.001
ASX,DIV,Ubs IQ Mstar Aus DIV ETF Units FP,,10090200,0
ASX,DJRE,SPDR DJ Global REIT ETF Units FP,,255311000,0.012
ASX,DJW,Djerriwarrh,Financials,760722000,0.036
ASX,DKM,Duketon Mining,Materials,22980700,0.001
ASX,DLC,Delecta Limited,Consumer Discretionary,6968460,0
ASX,DLX,Duluxgroup Limited,Materials,2985550000,0.14
ASX,DMA,Dynasty Resources,Materials,30379600,0.001
ASX,DMC,Digimatic Group Limited Chess Depositary Interests 1:1,Information Technology,28761100,0.001
ASX,DME,Dome Gold Mines Limited,Materials,59187000,0.003
ASX,DMG,Dragon Mountain Gold,Materials,2898840,0
ASX,DMKT,Ampcap Dynamic MKTHF Trading Managed Fund Units FP,,30105800,0.001
ASX,DMP,Domino PIZZA Enterpr,Consumer Discretionary,4547600000,0.213
ASX,DN8,Dreamscape Netwk Limited,Information Technology,46661600,0.002
ASX,DNA,Donaco International,Consumer Discretionary,144129000,0.007
ASX,DNK,Danakali Limited,Materials,227210000,0.011
ASX,DOR,Doriemus Plc Chess Depositary Interests 1:1,Energy,6050410,0
ASX,DOW,Downer Edi Limited,Industrials,4692200000,0.22
ASX,DRA,Dragon Mining Limited,Materials,15991300,0.001
ASX,DRK,Drake Resources,Materials,3134240,0
ASX,DRM,Doray Minerals Limited,Materials,154106000,0.007
ASX,DRO,Droneshield Limited,Information Technology,28892600,0.001
ASX,DRUG,Beta Global Health ETF Units FP,,28115900,0.001
ASX,DRX,Diatreme Resources,Materials,30788100,0.001
ASX,DSE,Dropsuite Limited,Information Technology,29517200,0.001
ASX,DSX,Decimal Software Limited,Information Technology,4105050,0
ASX,DTI,DTI Group Limited,Information Technology,15073900,0.001
ASX,DTL,Data#3 Limited,Information Technology,227883000,0.011
ASX,DTM,Dart Mining NL,Materials,5139680,0
ASX,DTR,Dateline Resources,Materials,9366450,0
ASX,DTS,Dragontail Systems,Information Technology,16179900,0.001
ASX,DTZ,DOTZ Nano Limited,Information Technology,9278320,0
ASX,DUB,Dubber Corp Limited,Information Technology,62335300,0.003
ASX,DUI,Diversified United,Financials,871256000,0.041
ASX,DVL,Dorsavi Limited,Health Care,14273000,0.001
ASX,DVN,Devine Limited,Real Estate,47619200,0.002
ASX,DW8,Dawine Limited,Consumer Discretionary,2688140,0
ASX,DWS,DWS Limited,Information Technology,156220000,0.007
ASX,DXB,Dimerix Limited,Health Care,16673900,0.001
ASX,DXN,The Data Exchange,Information Technology,19762600,0.001
ASX,DXS,Dexus Units FP Stapled,Real Estate,10741600000,0.503
ASX,DYL,Deep Yellow Limited,Energy,102271000,0.005
ASX,E25,Element 25 Limited,Materials,15023600,0.001
ASX,E2E,Eon NRG Limited,Energy,2438340,0
ASX,E2M,E2 Metals,Materials,4319960,0
ASX,E88,Ensogo Limited,,25433300,0.001
ASX,EAF,Evanspartnersasiafnd Ordinary Units FP,,153649000,0.007
ASX,EAI,Ellerston Asian,,115523000,0.005
ASX,EAR,Echo Resources,Materials,65967300,0.003
ASX,EAS,Easton Investments,Financials,32063800,0.002
ASX,EAX,Energy Action Limited,Industrials,20244200,0.001
ASX,EBG,Eumundi Group Limited,Consumer Discretionary,36202300,0.002
ASX,EBO,Ebos Group Limited,Health Care,3139260000,0.147
ASX,ECG,Ecargo HLDG Chess Depositary Interest 1:1,Industrials,79982500,0.004
ASX,ECT,ENV Clean Tech Limited,Industrials,48005200,0.002
ASX,ECX,Eclipx Group Limited,Financials,821466000,0.038
ASX,ED1,Evans Dixon,Financials,475131000,0.022
ASX,EDC,Eildon Capital Limited,Financials,46731600,0.002
ASX,EDE,Eden INV Limited,Energy,63135500,0.003
ASX,EEG,Empire Energy Limited,Energy,36375600,0.002
ASX,EER,East Energy Resource,Energy,12803900,0.001
ASX,EEU,Betashares Euro ETF ETF Units FP,,7277250,0
ASX,EFE,Eastern Iron,Materials,2883300,0
ASX,EFF,E&P Aus Flagship Ordinary Units FP,,32843000,0.002
ASX,EGA,Egan Street Res Limited,Materials,27395300,0.001
ASX,EGD,E&P GBL Disruption Ordinary Units FP,,268504000,0.013
ASX,EGF,Evans & Partners Ordinary Units FP,,192869000,0.009
ASX,EGG,Enero Group Limited,Consumer Discretionary,110430000,0.005
ASX,EGH,Eureka Group Limited,Real Estate,67861100,0.003
ASX,EGI,Ellerston Global INV,,118934000,0.006
ASX,EGL,Environmental Group,Industrials,11444400,0.001
ASX,EGN,Engenco Limited,Industrials,178627000,0.008
ASX,EGS,Eastern Goldfields,Materials,87605200,0.004
ASX,EGY,Energy Tech Limited,Industrials,1044740,0
ASX,EHE,Estia Health Limited,Health Care,617629000,0.029
ASX,EHH,Eagle HLTH Holdings Limited,Consumer Staples,89160400,0.004
ASX,EHL,Emeco Holdings,Industrials,1096710000,0.051
ASX,EHX,Ehr Resources,Materials,4180040,0
ASX,EIGA,Einvest Income Trading Managed Units FP,,20526000,0.001
ASX,EINC,Betalm Equity Income Trading Managed Units FP,,15383700,0.001
ASX,ELD,Elders Limited,Consumer Staples,821154000,0.038
ASX,ELK,ELK Petroleum,Energy,113261000,0.005
ASX,ELO,Elmo Software,Information Technology,141151000,0.007
ASX,ELS,Elsight Limited,Information Technology,41716100,0.002
ASX,ELT,Elementos Limited,Materials,9361320,0
ASX,ELX,ELLEX Medical Lasers,Health Care,100521000,0.005
ASX,EM1,Emerge Gaming Limited,Information Technology,3990940,0
ASX,EM2,Eagle Mountain,Materials,21942600,0.001
ASX,EMB,Embelton Limited,Industrials,30188400,0.001
ASX,EME,Energy Metals Limited,Energy,31452500,0.001
ASX,EMH,European Metals HLDG Chess Depositary Interests 1:1,Materials,47027000,0.002
ASX,EMKT,Vaneck Emerging MKT ETF Units FP,,7420060,0
ASX,EML,EML Payments Limited,Information Technology,396497000,0.019
ASX,EMP,Emperor Energy Limited,Energy,2723580,0
ASX,EMR,Emerald Res NL,Materials,73893800,0.003
ASX,EMU,EMU NL,Materials,4094990,0
ASX,EN1,Engage:BDR Limited,Information Technology,16559300,0.001
ASX,ENA,Ensurance Limited,Financials,11771700,0.001
ASX,ENB,Eneabba Gas Limited,Utilities,3668920,0
ASX,ENE,Enevis Limited,Industrials,18178900,0.001
ASX,ENN,Elanor Investors Group Stapled Securities FP,Consumer Discretionary,179985000,0.008
ASX,ENR,Encounter Resources,Materials,12872300,0.001
ASX,ENT,Enterprise Metals,Materials,6522190,0
ASX,ENX,Enegex Limited,Energy,965997,0
ASX,EOL,Energy One Limited,Information Technology,20635800,0.001
ASX,EOR,En Oil Gas Limited,Energy,3278480,0
ASX,EOS,Electro Optic SYS,Industrials,302727000,0.014
ASX,EPA,Ephraim Res Limited,,3080000,0
ASX,EPD,Empired Limited,Information Technology,85668000,0.004
ASX,EPM,Eclipse Metals,Energy,4594700,0
ASX,EPW,Erm Power Limited,Utilities,430384000,0.02
ASX,EQE,EQUUS Mining Limited,Materials,15841700,0.001
ASX,EQT,Equity HL,Financials,480358000,0.023
ASX,EQX,Equatorial Res Limited,Materials,41689200,0.002
ASX,ERA,Energy Resources 'A',Energy,196736000,0.009
ASX,ERF,Elanoretl Property Stapled Securities,Real Estate,160912000,0.008
ASX,ERL,Empire Resources,Materials,5798420,0
ASX,ERM,Emmerson Resources,Materials,29478600,0.001
ASX,ESE,Esense-Lab Limited Chess Depositary Interests 1:1,Health Care,1414840,0
ASX,ESGI,Vaneck ESG Internatl ETF Units FP,,11291000,0.001
ASX,ESH,Esports Mogul Asia,Information Technology,28364800,0.001
ASX,ESK,Etherstack Plc Chess Depositary Interests 1:1,Information Technology,29038200,0.001
ASX,ESM,Esperance Minerals,Materials,2836480,0
ASX,ESR,Estrella Res Limited,Materials,10333500,0
ASX,ESTX,ETFSEUROSTOXX50 ETF Units FP,,64344500,0.003
ASX,ESV,Eservglobal Limited,Information Technology,95219300,0.004
ASX,ETE,Entek Energy Limited,Energy,4570930,0
ASX,ETF,Ubs IQ Mstar Aus ETF Units FP,,8604470,0
ASX,ETHI,Betasustainability ETF Units FP,,240987000,0.011
ASX,ETPMAG,ETFs Physical Silver,,54878300,0.003
ASX,ETPMPD,ETFs Physical Palladium,,1285370,0
ASX,ETPMPM,ETFs Physical PM Basket,,6214870,0
ASX,ETPMPT,ETFs Physical Platinum,,1660480,0
ASX,EUC,European Cobalt Limited,Materials,39608300,0.002
ASX,EUR,European Lithium Limited,Materials,57765000,0.003
ASX,EUZ,Europa Metals Limited,Materials,11149200,0.001
ASX,EVE,EVE Investments Limited,Financials,15883200,0.001
ASX,EVM,Enviromission Limited,Utilities,56534300,0.003
ASX,EVN,Evolution Mining Limited,Materials,4496950000,0.211
ASX,EVO,Evolve Education Group Foreign Exempt NZX,Consumer Discretionary,80911000,0.004
ASX,EVS,Envirosuite Limited,Information Technology,22998800,0.001
ASX,EVT,Event Hospitality,Consumer Discretionary,2376300000,0.111
ASX,EVZ,EVZ Limited,Industrials,30554000,0.001
ASX,EWC,Energy World Corpor,Utilities,341170000,0.016
ASX,EX20,BETAAUSEX20 ETF Units FP,,80737700,0.004
ASX,EXG,Excelsior Gold Limited,Materials,29260200,0.001
ASX,EXL,Elixinol Global,Consumer Staples,48010400,0.002
ASX,EXO,ENNOX Group Limited,Financials,8842540,0
ASX,EXP,Experience Co Limited,Consumer Discretionary,192169000,0.009
ASX,EXR,Elixir Petroleum Limited,Energy,15266800,0.001
ASX,EXU,Explaurum Limited,Materials,57769500,0.003
ASX,EZL,EUROZ Limited,Financials,202847000,0.01
ASX,FAIR,Betaausustainability ETF Units FP,,169032000,0.008
ASX,FAR,FAR Limited,Energy,628076000,0.029
ASX,FAU,First Au Limited,Materials,4927170,0
ASX,FBR,FBR Limited,Industrials,196444000,0.009
ASX,FBU,Fletcher Building Foreign Exempt NZX,Materials,5103020000,0.239
ASX,FCC,First Cobalt Corp Chess Depositary Interests 1:1,Materials,29428200,0.001
ASX,FCG,Frontier Capital Group,Consumer Discretionary,19103200,0.001
ASX,FCT,Firstwave Cloud Tech,Information Technology,51688600,0.002
ASX,FDIV,Vaneck Franked DIV ETF Units FP,,3962820,0
ASX,FDM,Freedom Oil Gas,Energy,220790000,0.01
ASX,FDV,Frontier Digital Limited,Information Technology,84510500,0.004
ASX,FDX,Frontier Diamonds,Materials,3692040,0
ASX,FE8,Faster Enterprises,Real Estate,4989840,0
ASX,FEI,Fe INV Group Limited,Information Technology,11378300,0.001
ASX,FEL,Fe Limited,Materials,5879920,0
ASX,FET,Folkestone Edu Trust Units FP,Real Estate,723095000,0.034
ASX,FEX,FENIX Resources Limited,Materials,408583,0
ASX,FFC,Farmaforce Limited,Health Care,3622600,0
ASX,FFG,Fatfish Internet Group,Financials,9991890,0
ASX,FFI,F.F.I. Holdings,Consumer Staples,42835500,0.002
ASX,FGF,First Growth Funds,,25686300,0.001
ASX,FGG,Future GLB Invest Co,,410116000,0.019
ASX,FGO,Flamingo Ai Limited,Information Technology,23687000,0.001
ASX,FGR,First Graphene Limited,Materials,62596200,0.003
ASX,FGX,Future Gen Limited,,469054000,0.022
ASX,FHS,Freehill Mining Limited,Materials,3588090,0
ASX,FID,Fiducian Group Limited,Financials,145116000,0.007
ASX,FIG,Freedom Insurance,Financials,32362700,0.002
ASX,FIN,FIN Resources Limited,Materials,5633830,0
ASX,FLC,Fluence Corporation,Industrials,185669000,0.009
ASX,FLK,Folkestone Limited,Real Estate,204749000,0.01
ASX,FLN,Freelancer Limited,Consumer Discretionary,235789000,0.011
ASX,FLOT,Vaneck Au Float Rate ETF Units FP,,123406000,0.006
ASX,FLT,Flight Centre Travel,Consumer Discretionary,5373260000,0.252
ASX,FMG,Fortescue Metals Group,Materials,12206100000,0.572
ASX,FML,Focus Minerals Limited,Materials,31067300,0.001
ASX,FMS,Flinders Mines Limited,Materials,278814000,0.013
ASX,FND,Finders Resources,Materials,177472000,0.008
ASX,FNP,Freedom Food Limited,Consumer Staples,1500500000,0.07
ASX,FNT,Frontier Resources,Materials,8314730,0
ASX,FOD,The Food Revolution,Consumer Staples,62939400,0.003
ASX,FOOD,Beta Global Agri ETF Units FP,,17771800,0.001
ASX,FOR,Forager Aust SHS FND Ordinary Units FP,,163547000,0.008
ASX,FPC,Fat Prophets GBL Limited,,41353300,0.002
ASX,FPH,Fisher & Paykel H Foreign Exempt NZX,Health Care,7896270000,0.37
ASX,FPL,Fremont Petroleum,Energy,6913420,0
ASX,FPP,Fat Prophets G P F Ordinary Units FP,,15317700,0.001
ASX,FRI,Finbar Group Limited,Real Estate,243050000,0.011
ASX,FRM,Farm Pride Foods,Consumer Staples,48006800,0.002
ASX,FRN,Fraser Range Metals,Materials,4500000,0
ASX,FRX,Flexiroam Limited,Telecommunication Services,8908580,0
ASX,FSA,FSA Group Limited,Financials,167624000,0.008
ASX,FSF,Fonterra Share Fund Ordinary Units FP Foreign Exempt NZX,Consumer Staples,477563000,0.022
ASX,FSG,Field Solu Holdings Limited,Telecommunication Services,12470400,0.001
ASX,FSI,Flagship Investments,Financials,46032400,0.002
ASX,FTC,Fintech Chain Limited Chess Depositary Interests 1:1,Information Technology,48807700,0.002
ASX,FTT,Factor Theraptcs Limited,Health Care,60072200,0.003
ASX,FTZ,Fertoz Limited,Materials,23794800,0.001
ASX,FUEL,Beta Global Energy ETF Units FP,,34557700,0.002
ASX,FUN,Funtastic Limited,Consumer Discretionary,7111900,0
ASX,FWD,Fleetwood Corp,Consumer Discretionary,222226000,0.01
ASX,FXJ,Fairfax Media Limited,Consumer Discretionary,1897070000,0.089
ASX,FXL,Flexigroup Limited,Financials,716741000,0.034
ASX,FYA,Fortune Asia Group Limited,Materials,1237500,0
ASX,FYI,FYI Resources Limited,Materials,18085600,0.001
ASX,FZO,Family ZONE Cyber,Information Technology,54455300,0.003
ASX,FZR,Fitzroy River Corp,Energy,17690200,0.001
ASX,G1A,Galena Mining,Materials,42746900,0.002
ASX,G88,Golden Mile Res Limited,Materials,8573240,0
ASX,GAL,Galileo Mining Limited,Materials,19509400,0.001
ASX,GAP,Gale Pacific Limited,Consumer Discretionary,102082000,0.005
ASX,GAS,State GAS Limited,Energy,9826000,0
ASX,GBA,Grandbridge Limited,Financials,612667,0
ASX,GBE,Globe Metals &Mining,Materials,6056990,0
ASX,GBG,Gindalbie Metals Limited,Materials,25493800,0.001
ASX,GBI,Genera Biosystems,Health Care,17194600,0.001
ASX,GBM,GBM Gold Limited,Materials,7828240,0
ASX,GBP,Global Petroleum,Energy,7295500,0
ASX,GBR,Greatbould Resources,Materials,14956400,0.001
ASX,GBT,GBST Holdings,Information Technology,128355000,0.006
ASX,GBZ,GBM Rsources Limited,Materials,6303580,0
ASX,GC1,Glennon SML Co Limited,,47589500,0.002
ASX,GCI,Gryphon Capital Ordinary Units FP,,172670000,0.008
ASX,GCM,Garda Capital Group Stapled Securities,,31537500,0.001
ASX,GCN,Goconnect Limited,Information Technology,6989600,0
ASX,GCR,Golden Cross,Materials,5081110,0
ASX,GCS,Global Construction,Industrials,308291000,0.014
ASX,GCY,Gascoyne Res Limited,Materials,147107000,0.007
ASX,GDF,Garda DIV Prop Fund Ordinary Units FP,Real Estate,168902000,0.008
ASX,GDG,Generation DEV Group,Financials,140886000,0.007
ASX,GDI,GDI Property Group Stapled Securities FP,Real Estate,712289000,0.033
ASX,GDX,Vaneck Gold Miners ETF Cdis 1:1,,62029600,0.003
ASX,GEAR,Betshares GEAR Fund ETF Units FP,,65393200,0.003
ASX,GED,Golden Deeps,Materials,7712140,0
ASX,GEM,G8 Education Limited,Consumer Discretionary,906949000,0.042
ASX,GES,Genesis Resources,Materials,6262730,0
ASX,GEV,Global Ene Ven Limited,Energy,69485800,0.003
ASX,GFI,Global Fortune Limited,Materials,16156900,0.001
ASX,GFL,Global Masters Fund,Financials,21875200,0.001
ASX,GGE,Grand Gulf Energy,Energy,3070000,0
ASX,GGG,Greenland Minerals,Materials,88877400,0.004
ASX,GGUS,Beta Geared US EQ Trading Managed Fund Units FP,,18940000,0.001
ASX,GGX,GAS2GRID Limited,Energy,4259440,0
ASX,GID,Gi Dynamics Inc Cdi Forus,Health Care,16036500,0.001
ASX,GLA,Gladiator Resources,Materials,2600500,0
ASX,GLB,Globe International,Consumer Discretionary,84586200,0.004
ASX,GLE,GLG Corp Limited,Consumer Discretionary,11856000,0.001
ASX,GLH,Global Health Limited,Health Care,6351750,0
ASX,GLIN,Ampcap Global Infra Trading Managed Fund Units FP,,22609600,0.001
ASX,GLL,Galilee Energy Limited,Energy,144849000,0.007
ASX,GLN,Galan Lithium Limited,Materials,26667200,0.001
ASX,GMA,Genworth Mortgage,Financials,1076160000,0.05
ASX,GMC,Gulf Manganese Corp,Materials,39739000,0.002
ASX,GMD,Genesis Minerals,Materials,30967000,0.001
ASX,GME,GME Resources Limited,Materials,55446100,0.003
ASX,GMG,Goodman Group Stapled Securities FP,Real Estate,18791800000,0.88
ASX,GML,Gateway Mining,Materials,14226400,0.001
ASX,GMN,Gold Mountain Limited,Materials,48938600,0.002
ASX,GMR,Golden Rim Resources,Materials,9448430,0
ASX,GMV,G Medical,Health Care,42388300,0.002
ASX,GMY,Goldfields Money,Financials,98898500,0.005
ASX,GNC,Graincorp Limited Class A,Consumer Staples,1807960000,0.085
ASX,GNE,Genesis Energy Limited Foreign Exempt NZX,Utilities,2390140000,0.112
ASX,GNG,GR Engineering Limited,Materials,216429000,0.01
ASX,GNX,GENEX Power Limited,Utilities,85100800,0.004
ASX,GO2,THEGO2PEOPLE,Industrials,5079140,0
ASX,GOE,Go Energy Group Limited,Industrials,9747050,0
ASX,GOLD,ETFs Physical GOLD,Financials,587332000,0.028
